State/UT/All-India,District,Murder (Sec.302 &303 IPC),Attempt to Commit Murder (Sec.307 IPC),C.H. not Amounting to Murder (Sec.304 &308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 –402 IPC),"Robbery (Sec. 392 – 394, 397 & 398 IPC)","Burglary (Sec. 449 – 452, 454, 455, 457 – 460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 – 409 IPC),"Cheating (Sec. 419, 420 IPC)","CounterFeiting (Sec.231-254, 489A-489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
Rajasthan,Bharatpur,75,60,4,35,0,35,82,66,16,3,6,15,55,768,255,513,1,17,435,2,21,524,16,40,0,274,0,189,3512,6134
Rajasthan,Bhilwara,36,61,1,40,0,40,97,76,21,0,1,57,319,679,284,395,39,4,317,1,14,124,9,81,0,221,0,227,2307,4635
Rajasthan,Bikaner,35,102,0,29,0,29,28,27,1,0,0,10,182,403,106,297,5,9,303,2,11,434,16,63,0,287,0,177,1637,3733
Rajasthan,Bundi,22,52,1,39,0,39,64,53,11,4,1,13,80,211,80,131,48,6,170,1,7,655,5,103,0,260,0,108,1160,3010
Rajasthan,Chittorgarh,51,47,6,65,0,65,154,127,27,1,8,40,269,572,204,368,103,23,301,1,34,1907,9,151,3,437,0,216,1608,6006
Rajasthan,Churu,18,22,5,17,0,17,19,11,8,2,0,2,62,150,26,124,17,9,184,0,13,582,10,16,0,183,0,95,876,2282
Rajasthan,Dausa,25,17,0,16,0,16,35,19,16,0,0,10,87,542,246,296,74,7,204,2,5,1,14,34,0,105,0,192,2278,3648
Rajasthan,Dholpur,42,58,1,28,0,28,41,33,8,0,9,10,39,312,107,205,34,8,115,1,11,1264,25,33,0,116,0,112,690,2949
Rajasthan,Dungarpur,23,14,1,18,0,18,25,20,5,1,1,6,28,56,13,43,94,11,27,0,11,110,2,64,0,47,0,86,971,1596
Rajasthan,G.r.p.,7,5,0,0,0,0,10,5,5,2,1,11,1,547,13,534,4,3,4,1,0,2,0,19,0,0,0,1,414,1032
Rajasthan,Ganganagar,67,101,0,39,0,39,38,35,3,1,2,15,185,369,107,262,10,13,583,4,9,1018,16,64,1,457,0,146,1669,4807
Rajasthan,Hanumangarh,44,61,1,31,0,31,24,14,10,0,2,13,104,245,53,192,4,13,381,3,10,391,10,65,0,257,0,92,1332,3083
Rajasthan,Jaipur East,18,21,1,19,0,19,55,51,4,1,5,20,289,1628,896,732,173,50,434,3,7,39,6,40,2,156,0,193,2210,5370
Rajasthan,Jaipur North,22,25,0,18,0,18,48,48,0,1,0,12,140,844,460,384,64,54,381,0,2,341,8,42,0,151,0,126,1435,3714
Rajasthan,Jaipur Rural,59,38,4,34,0,34,85,57,28,3,4,15,181,821,314,507,158,30,635,2,42,786,14,98,1,169,0,605,4203,7987
Rajasthan,Jaipur South,19,17,1,21,0,21,57,38,19,3,0,14,199,1142,592,550,63,145,620,7,2,299,9,28,0,144,0,185,1764,4739
Rajasthan,Jaisalmer,4,6,0,1,0,1,7,3,4,0,0,4,52,125,14,111,16,2,48,0,6,0,5,14,0,15,1,45,500,851
Rajasthan,Jalore,21,22,2,10,0,10,23,17,6,0,0,5,73,156,24,132,12,12,121,4,14,58,10,41,0,81,0,84,1357,2106
Rajasthan,Jhalawar,28,80,3,42,0,42,66,51,15,2,14,17,116,350,132,218,41,7,92,1,30,817,10,151,3,189,0,100,975,3134
Rajasthan,Jhunjhunu,34,18,0,44,0,44,20,13,7,0,0,6,125,264,53,211,29,11,249,0,24,573,17,38,0,157,0,118,1883,3610
Rajasthan,Jodhpur City,15,42,0,18,0,18,37,28,9,1,0,26,237,725,411,314,19,28,447,4,7,604,10,53,3,209,0,132,843,3460
Rajasthan,Jodhpur Rural,29,35,2,19,0,19,21,15,6,1,0,12,98,198,26,172,26,4,130,0,17,1060,17,59,0,58,0,169,550,2505
Rajasthan,Karauli,21,29,2,29,0,29,59,31,28,0,4,10,34,361,158,203,12,5,144,1,16,12,19,39,0,99,0,82,2313,3291
Rajasthan,Kota City,11,134,4,18,0,18,85,70,15,2,2,40,186,893,531,362,10,15,340,0,9,198,12,49,3,272,0,101,1661,4045
Rajasthan,Kota Rural,21,90,1,19,0,19,27,19,8,2,1,9,81,222,79,143,20,5,88,0,8,191,4,91,3,132,0,85,980,2080
Rajasthan,Nagaur,56,31,4,35,0,35,49,37,12,3,0,19,142,419,91,328,12,9,275,2,26,140,12,193,0,221,0,182,2602,4432
Rajasthan,Pali,35,46,3,30,0,30,68,62,6,1,0,24,216,364,85,279,20,30,248,3,15,50,10,131,1,220,0,256,2566,4337
Rajasthan,Rajsamand,12,9,2,6,0,6,36,30,6,0,3,17,107,187,54,133,35,9,154,0,16,1042,2,37,1,159,0,141,481,2456
Rajasthan,Sawai Madhopur,24,24,1,20,0,20,47,35,12,0,0,19,104,469,256,213,5,2,190,1,10,44,7,44,0,136,0,76,2264,3487
Rajasthan,Sikar,45,34,1,29,0,29,60,34,26,0,1,11,150,340,86,254,53,7,332,0,31,496,9,31,0,165,0,238,2123,4156
Rajasthan,Sirohi,17,20,1,20,0,20,26,25,1,1,1,7,95,130,33,97,35,16,123,1,5,393,7,50,1,99,0,141,645,1834
Rajasthan,Tonk,17,31,1,12,0,12,56,50,6,0,0,11,78,334,126,208,54,15,237,0,9,1246,5,18,2,249,2,170,1330,3877
Rajasthan,Udaipur,55,71,11,74,0,74,121,98,23,1,2,41,263,546,209,337,220,24,455,0,32,1379,7,99,1,258,0,325,2214,6199
Rajasthan,Total,1209,1694,79,1085,0,1085,1970,1553,417,37,97,631,5085,17889,7276,10613,1767,694,10191,56,551,21296,394,2582,31,7038,3,6234,61379,141992
Sikkim,East,10,10,1,10,0,10,5,4,1,0,0,3,48,60,7,53,5,7,20,1,1,40,0,6,0,4,0,17,96,344
Sikkim,North,1,1,0,3,0,3,0,0,0,0,0,0,4,4,0,4,0,1,0,0,0,6,0,0,0,0,0,3,11,34
Sikkim,South,6,2,0,5,0,5,2,2,0,0,0,5,18,39,1,38,6,0,5,0,0,27,0,5,0,2,0,10,59,191
Sikkim,West,4,3,1,2,0,2,1,1,0,0,0,1,14,10,0,10,1,2,12,0,0,23,0,3,0,0,0,9,48,134
Sikkim,Total,21,16,2,20,0,20,8,7,1,0,0,9,84,113,8,105,12,10,37,1,1,96,0,14,0,6,0,39,214,703
Tamil Nadu,Chennai,131,193,5,29,0,29,59,41,18,5,0,58,560,2363,351,2012,130,14,535,14,1,1198,32,87,88,213,0,1330,9123,16168
Tamil Nadu,Chennai Rly.,0,0,0,1,0,1,0,0,0,0,0,2,1,72,0,72,4,1,4,1,0,18,0,2,3,1,0,3,233,346
Tamil Nadu,Coimbatore Rural,79,46,0,18,0,18,36,20,16,16,0,25,171,952,290,662,91,12,88,2,0,567,8,60,26,67,0,807,4364,7435
Tamil Nadu,Coimbatore Urban,28,13,0,8,0,8,7,3,4,2,0,24,181,892,211,681,14,11,95,10,1,172,5,11,11,30,0,261,2198,3974
Tamil Nadu,Cuddalore,52,80,0,21,0,21,33,33,0,7,0,7,64,354,78,276,139,1,20,0,20,548,8,28,65,25,0,362,4203,6037
Tamil Nadu,Dharmapuri,33,34,4,9,0,9,16,11,5,2,0,7,22,133,48,85,151,4,31,0,31,626,4,33,8,28,0,154,1340,2670
Tamil Nadu,Dindigul,40,40,0,11,0,11,40,38,2,2,0,14,76,378,70,308,28,2,70,1,9,371,4,29,8,43,0,354,3200,4720
Tamil Nadu,Erode,43,19,1,13,0,13,20,14,6,6,4,8,87,520,104,416,36,7,46,3,21,425,7,35,3,30,0,615,3882,5831
Tamil Nadu,Kanchipuram,35,64,0,12,0,12,16,13,3,3,0,24,109,370,71,299,53,0,12,0,18,267,12,25,5,22,0,706,3722,5475
Tamil Nadu,Kanyakumari,23,34,1,3,0,3,18,13,5,0,0,5,135,320,28,292,0,1,74,3,18,334,4,21,22,28,0,199,1818,3061
Tamil Nadu,Karur,19,13,0,5,0,5,14,14,0,0,0,14,59,231,120,111,19,2,22,1,7,180,0,7,6,21,0,236,1569,2425
Tamil Nadu,Krishnagiri,47,41,0,14,0,14,29,26,3,3,0,17,75,409,242,167,121,18,24,0,12,521,7,24,10,23,0,359,2181,3935
Tamil Nadu,Madurai Rural,36,33,1,28,0,28,60,25,35,4,0,24,99,319,42,277,100,10,86,3,10,373,2,49,10,38,0,314,2849,4448
Tamil Nadu,Madurai Urban,23,33,0,9,0,9,19,7,12,3,0,7,62,439,91,348,10,10,130,3,6,100,4,12,15,35,0,125,1419,2464
Tamil Nadu,Nagapattinam,30,42,0,9,0,9,18,14,4,4,0,6,52,240,30,210,42,3,67,2,15,398,6,73,11,9,0,135,2658,3820
Tamil Nadu,Namakkal,28,16,1,6,0,6,18,17,1,2,0,7,35,199,48,151,42,1,19,1,7,281,0,25,14,18,0,298,2214,3232
Tamil Nadu,Nilgiris,17,22,0,5,0,5,2,2,0,0,0,4,79,120,22,98,15,3,6,0,1,175,1,13,6,7,0,32,914,1422
Tamil Nadu,Perambalur,32,37,0,15,0,15,16,13,3,1,0,7,46,172,51,121,30,2,42,1,17,214,3,33,3,26,0,174,1697,2568
Tamil Nadu,Pudukottai,25,86,0,8,0,8,32,25,7,0,0,7,64,263,48,215,41,13,36,1,23,291,5,47,2,39,0,221,2580,3784
Tamil Nadu,Ramnathapuram,29,30,0,12,0,12,24,20,4,3,0,6,49,195,28,167,63,15,53,1,15,368,7,22,6,1,0,142,1761,2802
Tamil Nadu,Salem Rural,50,29,0,21,0,21,45,41,4,4,0,17,46,160,44,116,110,1,17,2,30,771,7,71,7,39,0,380,2468,4275
Tamil Nadu,Salem Urban,15,17,0,7,0,7,13,13,0,0,0,6,43,291,102,189,14,2,36,0,2,129,6,3,24,18,0,107,1827,2560
Tamil Nadu,Sivagangai,19,42,0,5,0,5,23,16,7,0,0,8,58,170,35,135,17,1,51,1,11,249,2,8,19,32,0,147,1636,2499
Tamil Nadu,Thanjavur,40,52,0,8,0,8,55,55,0,1,0,16,130,555,103,452,65,3,55,1,28,746,6,80,5,25,0,304,2565,4740
Tamil Nadu,Theni,24,30,0,5,0,5,30,25,5,3,0,6,68,229,57,172,49,6,72,0,8,387,3,21,16,17,0,143,1756,2873
Tamil Nadu,Thirunelveli Rural,58,146,2,42,0,42,31,31,0,1,0,26,121,371,45,326,3,7,27,2,51,632,7,86,62,44,0,291,4114,6124
Tamil Nadu,Thirunelveli Urban,18,42,0,4,0,4,5,3,2,3,0,5,49,134,19,115,2,5,31,1,7,85,1,8,27,24,0,48,644,1143
Tamil Nadu,Thiruvallur,23,31,0,10,0,10,13,2,11,2,0,6,74,188,33,155,59,1,7,4,1,462,2,30,18,21,0,298,1821,3071
Tamil Nadu,Thiruvannamalai,36,29,0,10,0,10,16,16,0,0,0,2,59,175,23,152,39,7,43,0,12,491,1,8,27,31,0,228,1881,3095
Tamil Nadu,Thiruvarur,16,32,0,7,0,7,17,15,2,2,0,10,46,222,42,180,45,3,25,0,11,376,5,66,18,13,0,116,2255,3285
Tamil Nadu,Thoothugudi,57,83,0,13,0,13,13,10,3,0,0,10,117,418,31,387,6,7,77,1,14,400,2,5,132,20,0,240,2542,4157
Tamil Nadu,Trichy Rly.,0,2,1,1,0,1,0,0,0,1,0,1,1,23,0,23,3,0,0,0,0,15,0,0,1,0,0,5,46,100
Tamil Nadu,Trichy Rural,48,24,0,12,0,12,46,40,6,5,0,7,67,235,53,182,28,1,26,1,11,280,6,22,3,52,0,319,2557,3750
Tamil Nadu,Trichy Urban,17,19,0,3,0,3,21,15,6,4,0,17,54,427,76,351,8,2,71,0,1,73,6,4,58,27,0,97,2246,3155
Tamil Nadu,Vellore,80,48,4,27,0,27,47,37,10,2,0,20,173,462,120,342,20,2,40,1,13,659,7,49,25,92,0,421,4734,6926
Tamil Nadu,Villupuram,66,56,0,39,0,39,26,26,0,4,0,5,86,304,88,216,197,0,15,0,20,515,6,52,17,38,0,612,4387,6445
Tamil Nadu,Virudhunagar,46,41,0,7,0,7,28,24,4,0,0,15,82,346,33,313,44,16,63,2,8,370,1,30,71,51,0,209,2727,4157
Tamil Nadu,Total,1363,1599,20,457,0,457,906,718,188,95,4,450,3300,13651,2877,10774,1838,194,2116,63,460,14067,187,1179,852,1248,0,10792,94131,148972
Tripura,Dhalai,21,8,0,16,0,16,14,8,6,3,1,3,22,24,1,23,17,1,6,0,7,38,2,19,0,22,0,21,109,354
Tripura,North,34,19,1,45,0,45,26,18,8,0,0,24,39,96,1,95,23,8,24,7,13,110,3,47,0,143,0,26,165,853
Tripura,South,25,13,0,51,0,51,19,8,11,3,0,13,47,121,8,113,36,6,22,1,7,162,9,81,0,137,0,38,297,1088
Tripura,West,74,12,0,77,0,77,46,28,18,12,0,31,74,151,21,130,78,8,32,4,8,154,21,60,0,169,0,114,520,1645
Tripura,Total,154,52,1,189,0,189,105,62,43,18,1,71,182,392,31,361,154,23,84,12,35,464,35,207,0,471,0,199,1091,3940
Uttar Pradesh,Agra,123,190,43,26,0,26,175,134,41,9,1,76,250,1524,916,608,216,134,266,9,14,448,63,133,152,351,0,403,1492,6098
Uttar Pradesh,Aligarh,177,217,37,49,0,49,122,90,32,4,3,66,110,772,372,400,206,73,185,2,13,312,50,43,39,179,0,74,1118,3851
Uttar Pradesh,Allahabad,132,93,39,22,0,22,75,64,11,3,0,40,187,523,268,255,83,64,155,15,11,279,46,40,46,156,0,310,1321,3640
Uttar Pradesh,Ambedkar Nagar,24,43,12,10,0,10,48,42,6,2,0,19,52,105,19,86,35,40,20,3,7,199,15,20,14,83,0,56,184,991
Uttar Pradesh,Auraiya,56,46,17,10,0,10,42,25,17,3,0,29,29,76,21,55,27,14,23,1,7,132,22,13,6,22,0,115,321,1011
Uttar Pradesh,Azamgarh,64,58,30,13,0,13,21,20,1,1,0,57,71,164,59,105,58,20,34,4,0,241,29,13,24,68,0,0,545,1515
Uttar Pradesh,Badaun,169,155,54,29,0,29,64,42,22,1,0,15,41,161,26,135,21,19,20,1,16,178,33,38,11,34,0,8,838,1906
Uttar Pradesh,Baghpat,95,61,9,12,0,12,43,27,16,6,0,30,43,154,66,88,39,13,44,2,0,122,12,11,24,60,0,95,286,1161
Uttar Pradesh,Bahraich,56,38,18,21,0,21,44,33,11,4,10,11,51,134,32,102,41,26,34,3,5,178,24,25,15,35,0,64,451,1288
Uttar Pradesh,Ballia,35,53,22,10,0,10,11,8,3,2,1,8,53,99,33,66,52,15,26,1,3,147,11,8,14,20,0,27,195,813
Uttar Pradesh,Balrampur,14,16,8,8,0,8,15,11,4,1,0,6,16,46,11,35,9,5,14,1,0,51,9,11,3,15,0,25,113,386
Uttar Pradesh,Banda,50,21,16,15,0,15,14,9,5,1,1,11,46,90,18,72,26,20,24,1,6,94,17,20,6,15,0,5,399,898
Uttar Pradesh,Barabanki,79,56,10,21,0,21,52,49,3,3,1,24,56,174,39,135,40,55,18,0,4,249,25,41,48,67,0,20,732,1775
Uttar Pradesh,Bareilly,180,189,35,45,0,45,93,81,12,11,0,50,118,444,175,269,99,101,147,12,8,303,31,70,64,196,0,270,1475,3941
Uttar Pradesh,Basti,30,23,15,10,0,10,15,15,0,2,1,9,32,92,36,56,23,19,41,2,3,114,12,8,21,30,0,43,285,830
Uttar Pradesh,Bijnor,86,67,17,25,0,25,51,46,5,4,0,22,31,197,57,140,44,24,64,2,2,289,18,25,75,105,0,122,252,1522
Uttar Pradesh,Bulandshahar,177,118,19,27,0,27,69,49,20,1,0,28,49,298,97,201,67,29,132,8,1,319,33,63,150,102,0,219,1024,2933
Uttar Pradesh,Chandoli,27,22,16,3,0,3,15,12,3,2,1,5,18,45,26,19,8,25,43,2,0,94,12,5,41,41,0,0,220,645
Uttar Pradesh,Chitrakoot Dham,36,8,7,13,0,13,7,3,4,1,0,3,25,42,18,24,11,8,4,0,3,40,9,9,0,8,0,34,130,398
Uttar Pradesh,Deoria,32,29,22,5,0,5,19,14,5,0,0,14,54,95,39,56,58,5,38,6,7,133,23,8,2,23,0,46,392,1011
Uttar Pradesh,Etah,138,140,32,28,0,28,64,26,38,4,0,20,44,229,111,118,55,26,77,1,13,156,46,26,31,55,0,218,610,2013
Uttar Pradesh,Etawah,80,60,13,10,0,10,66,36,30,0,0,35,29,92,58,34,7,35,39,4,4,71,30,18,22,30,0,169,708,1522
Uttar Pradesh,Faizabad,45,35,14,14,0,14,34,28,6,2,1,30,79,185,76,109,37,37,85,2,8,134,12,18,24,54,0,115,358,1323
Uttar Pradesh,Fatehgarh,85,94,21,9,0,9,38,24,14,2,1,17,32,99,47,52,27,13,19,6,0,71,37,10,9,30,0,20,365,1005
Uttar Pradesh,Fatehpur,87,37,32,9,0,9,22,20,2,1,0,11,46,79,27,52,11,19,34,0,1,108,27,14,21,18,0,131,457,1165
Uttar Pradesh,Firozabad,127,141,35,16,0,16,92,57,35,15,2,90,65,359,212,147,89,52,67,3,8,299,35,29,38,106,0,3,684,2355
Uttar Pradesh,G.r.p.,18,22,6,1,0,1,7,3,4,5,0,22,0,761,72,689,13,24,39,4,0,7,0,18,24,0,0,5,707,1683
Uttar Pradesh,Gautambudh Nagar,87,67,16,26,0,26,52,31,21,6,2,37,115,946,608,338,61,52,160,4,0,19,13,35,57,59,0,16,571,2401
Uttar Pradesh,Ghaziabad,146,143,51,29,0,29,109,86,23,0,5,44,114,1109,715,394,70,91,238,4,5,61,41,26,93,190,0,386,1252,4207
Uttar Pradesh,Ghazipur,44,46,16,8,0,8,14,11,3,3,0,18,33,103,50,53,46,11,35,3,5,129,22,8,17,33,0,1,195,790
Uttar Pradesh,Gonda,55,63,19,22,0,22,44,35,9,5,0,30,77,167,76,91,36,35,76,1,4,162,28,27,23,7,0,64,335,1280
Uttar Pradesh,Gorakhpur,89,57,36,23,0,23,44,39,5,3,1,36,98,318,179,139,97,51,59,14,2,305,16,24,45,70,0,248,568,2204
Uttar Pradesh,Hamirpur,36,20,18,8,0,8,6,5,1,1,0,3,16,33,6,27,11,7,9,2,0,31,12,16,7,11,0,0,286,533
Uttar Pradesh,Hardoi,87,58,38,30,0,30,42,37,5,0,0,17,38,150,29,121,10,29,47,2,6,282,35,55,26,53,0,142,637,1784
Uttar Pradesh,Hathras,71,87,15,23,0,23,45,30,15,8,0,37,51,220,108,112,63,21,47,0,0,158,22,50,28,64,0,95,415,1520
Uttar Pradesh,J.p.nagar,72,53,12,21,0,21,28,23,5,3,1,20,34,131,45,86,37,17,42,5,2,21,14,22,57,46,0,133,433,1204
Uttar Pradesh,Jalaun,48,37,14,4,0,4,29,20,9,2,1,6,32,81,33,48,16,25,19,0,3,4,36,31,18,46,0,72,492,1016
Uttar Pradesh,Jaunpur,62,51,20,18,0,18,25,21,4,3,0,29,42,161,60,101,39,36,83,4,6,318,46,26,34,83,0,46,635,1767
Uttar Pradesh,Jhansi,47,18,30,8,0,8,12,6,6,1,2,6,29,128,63,65,10,15,34,4,0,47,21,19,45,18,0,31,302,827
Uttar Pradesh,Kannauj,45,60,12,6,0,6,41,34,7,1,0,10,17,97,25,72,15,12,27,1,3,24,19,31,20,41,0,60,384,926
Uttar Pradesh,Kanpur Dehat,50,33,7,16,0,16,31,25,6,4,0,17,34,112,9,103,44,15,37,0,4,223,50,40,18,41,0,153,325,1254
Uttar Pradesh,Kanpur Nagar,144,97,34,27,0,27,117,87,30,12,0,63,172,837,605,232,128,129,250,6,4,368,67,64,179,273,0,114,1651,4736
Uttar Pradesh,Kaushambi,50,29,11,15,0,15,19,14,5,1,0,10,37,44,12,32,12,6,9,0,0,87,17,12,19,26,0,80,250,734
Uttar Pradesh,Khiri,105,96,41,39,0,39,68,60,8,1,1,26,55,169,43,126,42,25,49,3,6,367,60,47,42,35,0,141,709,2127
Uttar Pradesh,Kushi Nagar,20,28,21,9,0,9,20,17,3,0,0,6,54,107,33,74,65,25,27,9,8,194,24,15,19,20,0,157,178,1006
Uttar Pradesh,Lalitpur,19,6,13,7,0,7,12,10,2,1,0,5,22,43,10,33,15,8,23,0,2,41,9,16,11,35,0,51,130,469
Uttar Pradesh,Lucknow,167,185,40,51,0,51,205,164,41,7,3,241,462,2296,1280,1016,267,210,464,34,2,63,39,100,160,374,0,420,2312,8102
Uttar Pradesh,Maharajganj,25,8,9,21,0,21,22,19,3,1,2,9,26,52,18,34,29,9,37,5,0,87,12,17,22,13,0,64,202,672
Uttar Pradesh,Mahoba,44,13,14,3,0,3,9,7,2,3,0,9,15,33,11,22,19,1,14,0,0,34,9,3,9,9,0,31,173,445
Uttar Pradesh,Mainpuri,110,120,26,16,0,16,42,24,18,3,0,27,37,170,73,97,39,24,84,2,0,196,35,12,8,28,0,6,639,1624
Uttar Pradesh,Mathura,104,121,19,30,0,30,57,39,18,5,0,49,105,596,357,239,91,72,202,3,16,197,25,66,43,126,0,279,942,3148
Uttar Pradesh,Mau,33,43,14,7,0,7,24,23,1,2,0,12,67,112,24,88,77,16,54,4,6,80,10,8,38,18,0,69,212,906
Uttar Pradesh,Meerut,185,209,28,37,0,37,108,85,23,6,2,86,149,1003,540,463,135,69,204,12,7,144,21,74,91,246,0,130,1126,4072
Uttar Pradesh,Mirzapur,51,26,17,14,0,14,18,10,8,1,0,12,39,101,33,68,22,14,32,0,0,106,22,11,9,53,0,114,152,814
Uttar Pradesh,Moradabad,151,138,32,44,0,44,94,83,11,5,4,37,103,557,204,353,75,69,98,4,0,81,23,69,142,243,0,152,1538,3659
Uttar Pradesh,Muzaffarnagar,230,164,32,31,0,31,120,91,29,10,6,86,84,628,293,335,144,44,119,5,0,14,39,46,88,172,0,0,1266,3328
Uttar Pradesh,Pilibhit,47,23,8,13,0,13,27,20,7,2,1,8,12,65,12,53,9,38,62,6,0,2,16,39,37,45,0,45,1000,1505
Uttar Pradesh,Pratapgarh,64,79,18,30,0,30,61,50,11,1,5,26,119,176,65,111,109,42,68,5,14,263,30,30,14,108,0,91,473,1826
Uttar Pradesh,Raibareilly,53,78,19,21,0,21,40,35,5,2,0,13,54,188,51,137,44,28,35,0,1,274,23,40,28,170,0,137,344,1592
Uttar Pradesh,Rampur,57,65,17,11,0,11,43,37,6,2,0,22,37,242,55,187,39,35,73,5,6,9,13,32,4,4,0,96,646,1458
Uttar Pradesh,Saharanpur,78,117,18,15,0,15,41,29,12,3,18,36,73,410,167,243,85,53,230,6,0,27,16,42,48,175,0,140,1221,2852
Uttar Pradesh,Sant Kabirnagar,19,15,10,4,0,4,18,18,0,0,0,11,22,46,10,36,18,13,23,3,0,84,7,7,23,25,0,24,143,515
Uttar Pradesh,Shahjahanpur,115,101,28,21,0,21,57,37,20,5,0,20,33,141,47,94,28,30,48,5,2,67,34,21,25,8,0,170,614,1573
Uttar Pradesh,Shrawasti,11,11,6,6,0,6,21,16,5,2,3,3,21,33,2,31,20,8,18,1,0,94,16,12,10,0,0,26,91,413
Uttar Pradesh,Sidharthnagar,17,4,14,4,0,4,28,28,0,4,0,10,43,86,25,61,18,20,48,2,0,75,15,12,58,19,0,47,269,793
Uttar Pradesh,Sitapur,124,115,48,47,0,47,78,68,10,2,0,33,82,387,51,336,60,38,58,0,30,273,58,68,34,83,0,157,862,2637
Uttar Pradesh,Sonbhadra,31,21,17,8,0,8,4,3,1,0,0,5,25,41,12,29,11,12,24,0,3,53,10,14,32,9,0,89,100,509
Uttar Pradesh,St.ravidasnagar,19,21,11,2,0,2,5,4,1,1,0,10,24,47,16,31,18,17,13,0,1,75,9,6,14,19,0,47,79,438
Uttar Pradesh,Sultanpur,77,104,21,25,0,25,31,26,5,3,0,32,81,169,62,107,41,37,44,1,1,130,23,21,23,55,0,109,391,1419
Uttar Pradesh,Unnao,96,70,35,37,0,37,44,40,4,3,1,19,44,159,53,106,37,16,25,0,0,217,37,35,26,58,0,150,466,1575
Uttar Pradesh,Varanasi,73,65,19,16,0,16,45,36,9,0,5,40,123,714,520,194,120,69,102,18,6,158,23,10,46,90,0,55,865,2662
Uttar Pradesh,Total,5480,4997,1543,1314,0,1314,3318,2551,767,218,86,2024,4577,20447,9621,10826,3774,2509,5142,278,299,10412,1798,2096,2714,5204,0,7235,41536,127001
Uttaranchal,Almora,15,10,3,11,0,11,5,5,0,0,0,11,13,36,1,35,11,3,37,1,3,23,5,3,1,6,0,18,34,249
Uttaranchal,Bageshwar,11,3,0,4,0,4,4,4,0,0,0,7,9,14,0,14,0,0,2,0,1,10,4,6,0,7,0,8,9,99
Uttaranchal,Chamoli,5,5,1,7,0,7,4,0,4,0,0,3,20,13,0,13,25,3,6,0,1,6,5,2,0,4,0,17,62,189
Uttaranchal,Champawat,5,7,0,3,0,3,1,0,1,1,0,3,4,15,0,15,3,1,1,1,0,4,0,4,0,1,0,10,45,109
Uttaranchal,Dehradun,40,34,8,23,0,23,43,40,3,3,1,26,123,373,126,247,94,4,156,1,6,280,9,28,52,97,0,154,450,2005
Uttaranchal,Haridwar,54,57,4,32,0,32,64,52,12,10,1,54,78,707,220,487,105,29,166,3,10,316,11,45,58,109,0,169,80,2162
Uttaranchal,Nainital,25,19,6,9,0,9,17,17,0,1,0,8,38,155,50,105,30,6,26,1,0,68,7,7,1,6,0,94,261,785
Uttaranchal,Pauri Garhwal,16,10,1,4,0,4,8,7,1,4,0,3,55,42,6,36,16,11,8,2,3,53,8,3,0,12,0,21,50,330
Uttaranchal,Pithoragarh,10,6,3,8,0,8,3,3,0,0,0,7,15,25,0,25,6,3,7,2,5,24,3,13,0,8,0,0,104,252
Uttaranchal,Rudra Prayag,4,3,0,3,0,3,2,2,0,0,0,4,16,12,0,12,12,1,4,0,3,11,8,3,0,3,0,12,25,126
Uttaranchal,Tehri Garhwal,11,6,0,9,0,9,9,9,0,0,0,2,13,22,2,20,14,5,10,0,4,7,6,0,0,8,0,21,24,171
Uttaranchal,Udhamsingh Nagar,74,53,14,23,0,23,46,39,7,12,0,26,71,261,120,141,156,25,86,3,0,47,11,34,0,90,0,0,714,1746
Uttaranchal,Uttarkashi,4,2,0,11,0,11,6,5,1,0,0,3,15,21,0,21,17,4,5,0,3,5,3,5,1,7,0,0,77,189
Uttaranchal,Total,274,215,40,147,0,147,212,183,29,31,2,157,470,1696,525,1171,489,95,514,14,39,854,80,153,113,358,0,524,1935,8412
West Bengal,24 Parganas North,154,82,39,174,0,174,186,140,46,15,397,29,37,1440,431,1009,180,61,100,22,5,349,74,175,5,1049,0,3,3200,7776
West Bengal,24 Parganas South,138,4,34,190,0,190,155,154,1,14,227,17,165,1019,298,721,289,1,110,2,6,390,68,157,3,1105,0,67,3235,7396
West Bengal,Asansol,42,16,18,19,0,19,16,12,4,3,40,17,9,154,35,119,51,3,15,0,3,47,13,11,0,158,0,87,977,1699
West Bengal,Bankura,55,38,5,51,0,51,26,22,4,9,16,16,6,205,15,190,62,18,24,1,5,294,24,43,0,133,0,130,121,1282
