States/ UTs,District,Murder (Sec.302 & 303 IPC),Attempt To Commit Murder (Sec.307 IPC),C.H. Not Amounting to Murder (Sec.304 &308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 –402 IPC),"Robbery (Sec. 392 – 394, 397 & 398 IPC)","Burglary (Sec. 449 – 452, 454, 455, 457 –460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 – 409 IPC),"Cheating (Sec. 419, 420 IPC)","Counter- Feiting (Sec. 231-254, 489A- 489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
UTtarakhand,Bageshwar,6,0,1,2,0,2,3,1,2,0,0,0,7,9,0,9,2,0,2,0,1,4,2,3,4,2,0,3,14,65
UTtarakhand,Chamoli,1,2,1,2,0,2,6,1,5,0,0,1,11,17,0,17,3,1,2,0,1,10,1,3,0,3,0,7,22,94
UTtarakhand,Champawat,2,2,1,2,0,2,4,4,0,0,0,1,4,13,4,9,1,2,1,3,0,4,3,0,3,5,0,2,26,79
UTtarakhand,Dehradun,42,51,5,20,0,20,65,65,0,1,1,37,131,559,174,385,170,47,150,8,2,263,9,24,128,85,0,159,501,2458
UTtarakhand,Haridwar,74,62,13,24,0,24,61,47,14,6,1,53,82,491,268,223,141,59,147,8,4,506,18,29,122,138,0,185,298,2522
UTtarakhand,Nainital,24,24,5,9,0,9,22,22,0,2,0,11,33,160,63,97,20,13,41,3,0,13,10,5,26,21,0,71,379,892
UTtarakhand,Pauri Garhwal,4,5,2,0,0,0,4,3,1,0,0,4,12,25,7,18,6,5,21,0,2,20,5,3,6,6,0,11,37,178
UTtarakhand,Pithoragarh,3,6,3,0,0,0,0,0,0,0,0,4,13,12,0,12,1,7,2,0,1,12,3,6,0,11,0,0,76,160
UTtarakhand,Rudra Prayag,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,9,3,0,0,0,0,5,0,0,2,0,0,6,7,37
UTtarakhand,Tehri Garhwal,7,4,3,3,0,3,3,3,0,0,0,5,19,27,2,25,14,4,8,0,2,16,2,4,8,8,0,0,104,241
UTtarakhand,Udhamsingh Nagar,45,50,5,22,0,22,67,64,3,6,0,23,78,250,202,48,124,29,75,7,0,59,11,34,0,51,0,129,684,1749
UTtarakhand,Uttarkashi,3,4,0,1,0,1,5,5,0,0,0,0,12,18,1,17,13,3,3,0,0,2,1,4,4,1,0,0,55,129
UTtarakhand,Total,223,217,40,87,0,87,247,222,25,16,2,144,423,1622,726,896,509,171,463,31,15,937,73,120,306,340,0,590,2280,8856
West Bengal,24 Parganas North,192,168,47,192,0,192,317,215,102,15,329,43,19,1452,257,1195,579,184,239,12,13,234,67,209,5,1946,0,12,4973,11247
West Bengal,24 Parganas South,239,35,43,308,0,308,280,275,5,16,236,35,11,1773,229,1544,1115,30,217,3,6,292,53,192,0,2551,1,131,6353,13920
West Bengal,Asansol,40,13,10,20,0,20,18,12,6,1,29,3,4,222,120,102,27,7,45,0,7,94,9,20,0,166,0,86,855,1676
West Bengal,Bankura,54,37,6,46,0,46,21,18,3,8,20,22,9,183,20,163,126,15,28,0,9,252,20,45,1,170,0,123,265,1460
West Bengal,Birbhum,96,24,31,58,0,58,46,27,19,2,23,30,3,361,77,284,372,7,50,3,11,253,26,67,0,289,0,192,582,2526
West Bengal,Burdwan,91,69,26,61,0,61,87,28,59,11,59,29,6,519,118,401,333,7,152,4,5,136,24,107,2,507,0,924,969,4128
West Bengal,Coochbehar,57,51,4,141,0,141,108,92,16,1,3,4,15,193,37,156,139,13,28,7,2,137,17,148,0,367,0,95,969,2499
West Bengal,Dakshin Dinajpur,33,109,15,47,0,47,50,36,14,1,4,9,2,132,24,108,19,12,12,4,6,72,8,78,0,206,0,76,656,1551
West Bengal,Darjeeling,48,1,16,47,0,47,46,40,6,5,23,14,5,543,110,433,73,43,27,3,11,717,5,60,0,135,0,132,292,2246
West Bengal,Hooghly,92,84,32,54,0,54,50,50,0,15,34,52,26,652,103,549,376,15,20,4,10,177,17,19,0,567,0,168,1380,3844
West Bengal,Howrah,82,11,29,46,0,46,105,89,16,11,34,25,11,874,226,648,236,39,242,4,2,58,20,63,0,595,0,391,2609,5487
West Bengal,Howrah G.r.p.,5,42,0,0,0,0,3,2,1,5,5,1,0,521,0,521,3,2,8,1,0,1,0,5,0,0,0,2,62,666
West Bengal,Jalpaiguri,126,134,44,334,0,334,299,239,60,11,0,76,135,2879,176,2703,129,143,93,5,0,1493,18,376,0,1062,0,216,5419,12992
West Bengal,Kharagpur G.r.p.,7,0,1,0,0,0,0,0,0,0,8,1,0,102,0,102,3,0,0,0,0,0,0,1,0,0,0,0,16,139
West Bengal,Kolkata,51,77,23,35,0,35,116,92,24,14,45,86,138,3365,546,2819,211,246,1273,35,0,1470,12,211,81,405,4,427,4680,13005
West Bengal,Malda,78,129,24,130,0,130,92,57,35,3,16,16,8,310,134,176,36,9,50,13,0,75,12,83,0,401,0,0,1313,2798
West Bengal,Murshidabad,134,237,34,308,0,308,194,165,29,8,75,30,11,522,138,384,282,16,111,9,18,1459,34,184,3,1441,0,258,934,6302
West Bengal,Nadia,102,345,28,178,0,178,216,204,12,15,37,34,13,1237,93,1144,319,21,180,13,24,1366,46,296,2,1186,0,277,1312,7247
West Bengal,Paschim Midnapur,98,40,41,56,0,56,57,57,0,12,37,28,16,286,41,245,230,38,36,14,6,194,20,58,0,582,0,2,1082,2933
West Bengal,Purab Midnapur,63,26,10,60,0,60,118,117,1,13,11,18,16,389,72,317,600,6,74,3,0,0,28,45,0,613,0,272,1522,3887
West Bengal,Purulia,44,0,7,61,0,61,23,23,0,3,9,27,3,263,19,244,120,5,28,0,3,0,4,63,0,193,0,0,888,1744
West Bengal,Sealdah G.r.p.,10,2,1,2,0,2,6,3,3,0,6,7,0,147,0,147,14,4,4,1,0,17,0,1,0,0,0,0,35,257
West Bengal,Siliguri G.r.p.,2,0,2,1,0,1,6,6,0,0,0,2,1,96,0,96,3,0,1,0,0,0,0,2,0,1,0,0,18,135
West Bengal,Uttar Dinajpur,67,98,14,78,0,78,74,60,14,14,12,21,10,313,53,260,80,14,20,10,17,536,11,63,0,280,0,5,993,2730
West Bengal,Total,1811,1732,488,2263,0,2263,2332,1907,425,184,1055,613,462,17334,2593,14741,5425,876,2938,148,150,9033,451,2396,94,13663,5,3789,38177,105419
A&n Islands,Andaman,8,10,2,12,0,12,16,13,3,0,0,14,72,125,11,114,16,12,19,1,15,105,2,24,3,25,0,4,374,859
A&n Islands,Nicobar,0,1,0,0,0,0,1,0,1,0,0,0,6,3,0,3,0,0,0,0,0,2,0,0,0,1,0,0,9,23
A&n Islands,Total,8,11,2,12,0,12,17,13,4,0,0,14,78,128,11,117,16,12,19,1,15,107,2,24,3,26,0,4,383,882
Chandigarh,Chandigarh,17,28,6,20,0,20,50,42,8,1,4,23,257,1991,1094,897,85,37,213,0,2,73,3,19,2,49,0,11,1040,3931
Chandigarh,Total,17,28,6,20,0,20,50,42,8,1,4,23,257,1991,1094,897,85,37,213,0,2,73,3,19,2,49,0,11,1040,3931
D&n Haveli,D&n Haveli,9,2,0,6,0,6,17,11,6,1,0,0,49,54,18,36,24,10,24,1,6,26,0,4,0,4,0,10,154,401
D&n Haveli,Total,9,2,0,6,0,6,17,11,6,1,0,0,49,54,18,36,24,10,24,1,6,26,0,4,0,4,0,10,154,401
Daman & Diu,Daman,2,1,0,0,0,0,2,0,2,2,0,3,36,41,24,17,29,3,2,0,2,11,0,2,0,0,0,33,23,192
Daman & Diu,Diu,0,1,0,0,0,0,2,1,1,0,0,1,9,8,7,1,6,1,0,1,1,1,0,0,1,5,0,6,13,56
Daman & Diu,Total,2,2,0,0,0,0,4,1,3,2,0,4,45,49,31,18,35,4,2,1,3,12,0,2,1,5,0,39,36,248
Delhi UT,Caw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,104,0,0,1,107
Delhi UT,Central,34,33,4,30,0,30,84,61,23,0,6,33,92,1392,792,600,2,32,144,2,0,208,6,38,12,81,0,12,855,3100
Delhi UT,Crime Branch,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,1,0,0,0,0,0,0,0,0,12,30
Delhi UT,East,49,51,1,73,0,73,191,125,66,5,13,74,180,2471,1490,981,13,34,137,4,5,217,21,93,14,184,0,168,1542,5540
Delhi UT,Eow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,137,0,0,0,0,0,2,0,0,0,23,170
Delhi UT,GRP(RLY),6,0,0,0,0,0,6,5,1,1,2,2,1,821,27,794,0,2,11,0,1,15,1,1,0,1,0,0,80,951
Delhi UT,IGI Airport,1,1,0,0,0,0,1,0,1,0,0,3,0,80,37,43,1,3,11,0,0,1,0,2,0,0,0,3,423,530
Delhi UT,New Delhi,9,3,1,3,0,3,19,14,5,0,0,14,46,696,244,452,11,12,146,7,2,41,1,18,3,9,0,1,817,1859
Delhi UT,North,25,18,7,20,0,20,80,61,19,2,3,56,75,932,422,510,4,39,138,5,2,109,4,35,9,79,0,13,1458,3113
Delhi UT,North-east,92,50,12,32,0,32,210,169,41,0,5,47,182,1518,995,523,7,31,71,1,6,302,17,77,23,172,0,170,1489,4514
Delhi UT,North-west,54,48,2,59,0,59,137,103,34,3,11,85,250,1760,1143,617,2,18,76,0,5,173,12,48,8,82,0,17,1354,4204
Delhi UT,Outer,77,53,14,59,0,59,355,252,103,7,7,43,249,1871,1277,594,3,39,111,1,2,212,21,48,5,162,0,25,1873,5237
Delhi UT,South,37,18,5,37,0,37,70,51,19,1,23,42,262,1958,1228,730,8,36,159,1,3,103,8,52,16,76,0,21,1885,4821
Delhi UT,South-east,66,37,6,61,0,61,182,123,59,1,38,66,222,2162,1342,820,9,41,148,6,5,181,15,82,25,156,0,253,2142,5904
Delhi UT,South-west,57,36,6,38,0,38,87,66,21,2,20,37,136,1113,725,388,7,19,62,4,4,131,9,39,7,109,0,24,1998,3945
Delhi UT,STF,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,13,39
Delhi UT,West,46,30,8,54,0,54,145,106,39,2,5,39,231,2092,1298,794,4,41,118,4,6,242,14,77,6,172,0,19,1931,5286
Delhi UT,Total,554,389,66,466,0,466,1567,1136,431,24,134,541,1926,18867,11020,7847,71,355,1493,41,41,1936,129,611,130,1387,0,726,17896,49350
Lakshadweep,Lakshadweep,1,0,0,2,0,2,1,1,0,0,0,0,3,8,1,7,12,0,0,0,2,12,0,0,0,1,0,0,53,95
Lakshadweep,Total,1,0,0,2,0,2,1,1,0,0,0,0,3,8,1,7,12,0,0,0,2,12,0,0,0,1,0,0,53,95
Puducherry,Karaikal,5,6,0,1,0,1,2,1,1,0,0,0,14,71,37,34,36,0,5,0,1,176,0,25,4,2,0,44,335,727
Puducherry,Puducherry,30,29,3,7,0,7,15,8,7,10,3,10,76,617,406,211,129,13,48,2,8,697,2,40,17,10,0,163,2333,4262
Puducherry,Total,35,35,3,8,0,8,17,9,8,10,3,10,90,688,443,245,165,13,53,2,9,873,2,65,21,12,0,207,2668,4989
Total,(All-India),32766,28598,3863,21467,0,21467,30261,22939,7322,4530,3217,20522,93742,316761,120032,196729,66018,16487,66579,2991,9249,284969,8172,40413,12214,81344,67,92186,856963,2093379
